id_policy,year,pol_no_claims_discount,pol_duration,pol_pay_freq,pol_payd,pol_usage,drv_sex1,drv_age1,drv_age_lic1,drv_drv2,vh_age,vh_fuel,vh_type,vh_speed,vh_value,vh_weight,population,town_surface_area,claim_amount
PL031974,3,0,18,Biannual,No,WorkPrivate,F,37,17,No,11,Diesel,Tourism,150,14159,1193,490,270,344.83
PL028376,1,0,16,Monthly,No,Retired,M,72,53,No,5,Diesel,Tourism,230,36613,2273,500,381,344.87
PL083535,3,0.381,6,Monthly,No,WorkPrivate,M,39,9,No,8,Gasoline,Tourism,200,22067,1291,380,455.5,344.96
PL018160,3,0,4,Monthly,No,WorkPrivate,M,53,33,No,3,Diesel,Tourism,174,13904,1260,2550,249.7,345.02
PL008920,2,0,15,Biannual,No,WorkPrivate,M,62,29,Yes,22,Diesel,Tourism,203,19100,1480,2550,288.1,345.03
PL088076,3,0,6,Quarterly,No,WorkPrivate,F,58,39,No,13,Diesel,Tourism,200,22067,1291,40,34.9,345.1
PL063349,1,0,29,Yearly,No,Retired,F,80,45,No,3,Gasoline,Tourism,158,13390,885,130,66.6,345.15
PL035202,3,0,11,Biannual,No,Retired,M,68,49,Yes,3,Diesel,Tourism,200,19225,1310,2020,307.8,345.24
PL075657,1,0.28,1,Yearly,No,Professional,M,51,33,Yes,4,Diesel,Tourism,186,62291,1960,560,44.2,345.51
PL019162,3,0,12,Monthly,No,WorkPrivate,M,30,12,No,6,Diesel,Tourism,200,22067,1291,1730,205.4,345.83
PL001491,2,0,3,Monthly,No,Retired,F,68,47,No,2,Diesel,Tourism,174,13904,1260,610,176.1,345.88
PL010431,2,0,4,Yearly,No,WorkPrivate,M,45,23,Yes,11,Diesel,Commercial,150,16335,1280,150,171,345.88
PL052402,2,0.018,7,Monthly,No,WorkPrivate,M,40,20,No,13,Gasoline,Tourism,174,11040,1143,2550,312.4,345.88
PL019908,3,0,15,Yearly,No,Retired,F,62,44,Yes,14,Diesel,Tourism,200,19422,1315,390,96.8,346.04
PL029446,3,0.225,4,Monthly,No,WorkPrivate,M,28,10,Yes,7,Diesel,Tourism,175,23900,1285,60,400.6,346.24
PL084078,2,0,10,Monthly,No,WorkPrivate,F,59,29,No,7,Gasoline,Tourism,177,11490,950,270,281,346.26
PL092434,2,0.166,4,Biannual,No,WorkPrivate,F,28,8,No,6,Gasoline,Tourism,140,1113,393,210,86.8,346.55
PL058102,2,0,11,Monthly,No,WorkPrivate,M,37,19,No,7,Diesel,Tourism,200,25000,1300,380,320.9,346.71
PL044648,1,0.119,11,Monthly,No,WorkPrivate,M,31,12,Yes,3,Diesel,Tourism,170,11405,1197,330,49.7,346.77
PL039164,1,0.07,2,Monthly,No,Professional,F,26,8,Yes,1,Diesel,Tourism,179,16047,955,1160,39.3,346.79
PL000495,1,0,26,Monthly,No,Retired,M,65,45,Yes,5,Diesel,Tourism,200,19422,1315,70,175.8,346.79
PL091128,3,0,8,Quarterly,No,Retired,F,59,38,No,3,Gasoline,Tourism,182,12820,1036,330,95.5,347.04
PL007936,3,0,9,Monthly,No,Retired,F,43,22,No,4,Diesel,Tourism,175,23900,1285,220,131.6,347.12
PL038908,1,0,13,Monthly,No,WorkPrivate,M,49,30,Yes,9,Diesel,Tourism,198,20232,1180,930,138.5,347.14
PL060571,1,0,2,Biannual,No,WorkPrivate,M,51,32,No,9,Diesel,Tourism,198,20002,1320,570,461.4,347.17
PL049730,1,0,16,Yearly,No,WorkPrivate,F,60,36,No,3,Gasoline,Tourism,140,12071,1117,2550,308.4,347.21
PL004440,2,0,2,Biannual,No,WorkPrivate,M,74,40,No,2,Gasoline,Tourism,182,12820,1036,320,307.2,347.22
PL000371,2,0,26,Yearly,No,WorkPrivate,M,56,36,No,3,Diesel,Tourism,146,10919,1372,2550,288.1,347.32
PL076545,3,0,22,Monthly,No,WorkPrivate,F,42,22,No,33,Gasoline,Tourism,140,1113,393,600,70.8,347.49
PL026989,2,0.135,9,Biannual,No,WorkPrivate,F,50,24,No,6,Gasoline,Tourism,162,11541,1130,480,280.9,347.5
PL002082,2,0,3,Yearly,No,WorkPrivate,F,60,36,No,3,Gasoline,Tourism,182,12820,1036,380,62.6,347.57
PL081984,1,0.181,25,Yearly,No,Retired,M,63,39,No,4,Gasoline,Tourism,138,17126,1110,2550,219.2,347.8
PL074749,2,0.018,12,Yearly,No,WorkPrivate,M,30,10,No,3,Diesel,Tourism,174,13904,1260,1080,85,347.94
PL065242,2,0,8,Biannual,No,WorkPrivate,M,49,30,No,7,Gasoline,Tourism,170,13473,980,810,168.3,347.95
PL043970,1,0,3,Monthly,No,Retired,F,57,37,No,3,Diesel,Tourism,177,11490,950,120,174,347.97
PL019064,2,0.535,2,Monthly,No,WorkPrivate,M,21,3,No,4,Diesel,Tourism,202,22411,1330,130,63,348.13
PL058652,2,0,30,Yearly,No,WorkPrivate,F,61,41,No,6,Diesel,Tourism,177,11490,950,330,95.5,348.15
PL026191,3,0,28,Biannual,No,WorkPrivate,M,58,24,No,13,Diesel,Tourism,194,22235,1569,330,41,348.22
PL028594,1,0,12,Monthly,No,WorkPrivate,M,57,39,No,17,Diesel,Commercial,95,26858,0,130,353.9,348.35
PL085758,3,0,5,Yearly,No,WorkPrivate,F,52,33,No,10,Diesel,Tourism,177,11490,950,70,110.1,348.36
PL000890,1,0.21,1,Monthly,No,WorkPrivate,F,34,13,No,6,Diesel,Tourism,170,11405,1197,540,289.6,348.64
PL014414,2,0,15,Yearly,No,WorkPrivate,F,53,31,Yes,13,Gasoline,Tourism,159,9818,809,310,355.4,348.66
PL067795,3,0,7,Yearly,No,Retired,F,75,53,Yes,6,Diesel,Tourism,158,13390,885,730,138.9,348.74
PL038252,2,0,2,Monthly,No,WorkPrivate,M,41,23,No,7,Diesel,Tourism,182,12820,1036,450,122.3,348.78
PL088261,1,0,25,Quarterly,No,Retired,F,71,50,No,8,Gasoline,Tourism,143,5225,1046,1870,256.1,348.82
PL067498,2,0,7,Biannual,No,Retired,M,63,39,No,6,Diesel,Tourism,148,16702,1350,600,443.8,349.05
PL081155,2,0,27,Monthly,No,WorkPrivate,M,58,40,Yes,13,Gasoline,Tourism,177,11490,950,270,65.3,349.2
PL025500,2,0,27,Yearly,No,Retired,M,73,55,No,5,Diesel,Tourism,178,32679,1483,800,117.4,349.24
PL092471,3,0,27,Yearly,No,Retired,F,85,65,Yes,5,Gasoline,Tourism,164,5110,828,380,62.6,349.24
PL088237,3,0,17,Yearly,Yes,Retired,F,57,39,No,10,Gasoline,Tourism,158,13390,885,2550,332,349.25
PL013451,3,0.196,4,Monthly,No,Professional,F,46,27,No,3,Diesel,Tourism,148,16702,1350,370,55.8,349.34
PL060996,1,0.225,2,Yearly,No,WorkPrivate,F,29,9,No,2,Gasoline,Tourism,170,13473,980,330,129.4,349.38
PL020686,2,0,3,Yearly,No,WorkPrivate,M,59,38,Yes,13,Diesel,Tourism,175,23900,1285,220,73.7,349.55
PL045923,3,0,5,Monthly,No,WorkPrivate,F,47,28,Yes,6,Diesel,Tourism,175,23900,1285,270,96.8,349.55
PL080491,3,0,15,Yearly,No,WorkPrivate,F,71,52,No,7,Gasoline,Tourism,160,2088,0,290,244,349.71
PL011583,2,0,11,Monthly,No,Retired,M,67,49,Yes,3,Diesel,Tourism,150,14159,1193,1450,391.8,349.95
PL076183,3,0,6,Yearly,No,WorkPrivate,F,46,27,Yes,7,Diesel,Tourism,174,13904,1260,330,314.1,350.44
PL083334,3,0,13,Monthly,No,WorkPrivate,M,40,15,Yes,7,Diesel,Tourism,200,19422,1315,380,320.9,350.7
PL088766,3,0.166,7,Biannual,No,WorkPrivate,F,35,15,No,8,Diesel,Tourism,185,26094,1460,240,65.4,350.97
PL012065,3,0,5,Yearly,No,Professional,M,60,42,No,6,Gasoline,Tourism,150,16335,1280,60,87.1,351.14
PL016232,2,0,2,Biannual,No,WorkPrivate,M,55,36,No,8,Diesel,Tourism,194,27514,1185,360,44.5,351.17
PL009306,2,0,10,Yearly,No,Professional,M,51,32,No,5,Gasoline,Tourism,183,30622,1459,320,58.3,351.28
PL078089,2,0,4,Monthly,No,Professional,M,50,32,Yes,5,Diesel,Tourism,185,26094,1460,1210,18.5,351.36
PL005268,2,0.018,3,Quarterly,No,WorkPrivate,M,35,15,Yes,8,Diesel,Tourism,168,18310,1538,100,159.7,351.38
PL019060,2,0,9,Monthly,No,WorkPrivate,F,52,33,Yes,7,Gasoline,Tourism,212,38330,1218,280,117,351.47
PL059084,3,0,17,Monthly,No,WorkPrivate,F,40,20,No,5,Diesel,Tourism,158,13390,885,2550,406.8,351.56
PL061544,3,0,13,Yearly,No,WorkPrivate,M,50,30,No,9,Diesel,Tourism,158,13390,885,600,286.8,351.65
PL059093,2,0,21,Monthly,No,Professional,F,52,33,Yes,3,Diesel,Tourism,150,14159,1193,470,29.5,351.72
PL048921,2,0,35,Monthly,No,Retired,F,76,10,No,7,Diesel,Tourism,182,12820,1036,250,259.9,351.93
PL049702,1,0,27,Biannual,No,WorkPrivate,M,50,30,No,10,Gasoline,Tourism,174,11040,1143,10,37.3,352.15
PL021238,1,0,3,Monthly,No,Retired,M,62,40,No,7,Diesel,Tourism,174,13904,1260,850,98.3,352.22
PL025802,1,0,27,Yearly,No,Retired,M,81,55,Yes,5,Diesel,Tourism,177,11490,950,670,195.8,352.51
PL019868,2,0.196,7,Monthly,No,WorkPrivate,M,35,17,Yes,5,Diesel,Tourism,184,22997,1262,140,165.7,352.63
PL013259,1,0.07,8,Monthly,No,WorkPrivate,M,37,18,No,7,Diesel,Tourism,164,14696,936,140,56.5,352.81
PL049336,1,0,10,Yearly,No,Retired,F,81,62,No,3,Gasoline,Tourism,149,17233,1012,730,745.4,353.14
PL005156,2,0,6,Monthly,No,WorkPrivate,F,51,12,Yes,5,Diesel,Tourism,200,22067,1291,70,116.9,353.18
PL020509,2,0,24,Biannual,No,Retired,M,81,40,No,7,Diesel,Tourism,197,27313,1437,250,25.7,353.18
PL051234,1,0,7,Monthly,No,WorkPrivate,M,40,22,No,8,Diesel,Tourism,150,14159,1193,310,368.9,353.36
PL045500,2,0.535,3,Yearly,No,WorkPrivate,M,29,11,Yes,4,Diesel,Tourism,174,13904,1260,120,94.9,353.41
PL081435,3,0,13,Monthly,No,WorkPrivate,F,34,13,Yes,4,Gasoline,Tourism,160,2088,0,60,87,353.44
PL012954,3,0,8,Quarterly,No,WorkPrivate,F,57,37,No,7,Diesel,Tourism,174,13904,1260,380,110.2,353.49
PL086780,3,0,3,Monthly,No,WorkPrivate,F,41,21,Yes,8,Gasoline,Tourism,151,9983,1140,270,82.2,353.66
PL061802,1,0.119,2,Monthly,No,WorkPrivate,F,44,22,Yes,3,Gasoline,Tourism,183,30622,1459,2550,120.1,353.68
PL032978,2,0,25,Yearly,No,Professional,M,52,32,Yes,2,Diesel,Tourism,186,32452,1436,330,38.7,353.7
PL015502,2,0,13,Monthly,No,WorkPrivate,M,63,45,Yes,8,Diesel,Tourism,175,23900,1285,300,221.8,353.93
PL022781,2,0.381,2,Biannual,No,WorkPrivate,M,41,2,No,3,Gasoline,Tourism,174,13904,1260,1310,78,354.01
PL022812,1,0.28,12,Biannual,No,Retired,M,72,53,No,8,Diesel,Commercial,145,23028,760,610,304.2,354.07
PL093174,2,0,16,Yearly,No,Retired,M,72,54,Yes,6,Diesel,Commercial,182,12820,1036,140,69.2,354.16
PL083418,3,0,26,Yearly,No,WorkPrivate,M,70,50,Yes,7,Diesel,Tourism,180,22057,1245,1500,286.3,354.17
PL074713,3,0.119,5,Monthly,No,WorkPrivate,F,31,13,Yes,4,Diesel,Tourism,139,11985,1264,140,235.9,354.43
PL026634,1,0,10,Yearly,No,WorkPrivate,M,40,22,Yes,11,Diesel,Tourism,175,23900,1285,90,134.2,354.58
PL051788,1,0.166,5,Yearly,No,WorkPrivate,F,35,12,Yes,12,Gasoline,Tourism,200,19422,1315,340,366.3,354.65
PL064103,2,0.565,14,Biannual,No,WorkPrivate,F,45,25,No,2,Diesel,Tourism,158,13390,885,2550,101.3,354.68
PL066898,3,0,17,Yearly,No,Retired,F,72,47,No,5,Gasoline,Tourism,160,2088,0,270,176.8,354.77
PL045846,1,0,13,Yearly,No,Retired,M,56,37,No,7,Diesel,Tourism,221,29371,1369,200,94.5,354.87
PL026783,2,0,13,Biannual,No,Retired,F,66,32,No,3,Gasoline,Tourism,182,12820,1036,2550,288.1,354.87
PL041755,3,0.535,3,Monthly,No,WorkPrivate,M,27,8,No,10,Diesel,Tourism,150,14159,1193,90,141.1,354.95
PL004364,3,0,3,Biannual,No,WorkPrivate,M,62,32,No,6,Diesel,Commercial,150,14159,1193,2550,288.1,354.95
PL049661,2,0,33,Yearly,No,WorkPrivate,F,59,33,No,10,Diesel,Tourism,176,23319,1008,490,102.6,355
PL014053,2,0,4,Biannual,No,WorkPrivate,M,55,37,Yes,8,Diesel,Tourism,180,22057,1245,410,102.9,355.03
PL094755,2,0,2,Monthly,No,WorkPrivate,M,39,12,No,11,Diesel,Tourism,174,27584,1419,440,173.1,355.09
PL094236,3,0,8,Monthly,No,WorkPrivate,F,36,16,No,3,Diesel,Tourism,140,12071,1117,260,398.3,355.29
PL077598,2,0,11,Biannual,No,Professional,M,62,40,No,6,Gasoline,Tourism,176,23319,1008,220,33.5,355.59
PL035582,2,0.631,4,Yearly,No,WorkPrivate,F,28,10,No,8,Diesel,Tourism,177,11490,950,390,431.9,355.7
PL018896,1,0.369,9,Monthly,No,WorkPrivate,M,33,15,Yes,1,Diesel,Tourism,180,13976,930,190,130,355.71
PL079921,2,0,9,Yearly,No,WorkPrivate,F,55,29,No,10,Gasoline,Tourism,182,12820,1036,2550,288.1,355.76
PL047522,3,0,23,Monthly,No,WorkPrivate,M,46,27,Yes,4,Diesel,Tourism,175,23900,1285,400,320,355.78
PL091264,1,0.225,1,Biannual,No,WorkPrivate,M,55,35,Yes,12,Diesel,Tourism,200,22067,1291,230,59,355.91
PL016348,3,0.103,10,Yearly,No,WorkPrivate,F,34,16,Yes,4,Diesel,Tourism,150,16335,1280,2550,182.3,355.97
PL037539,3,0,15,Yearly,No,Retired,M,76,56,No,13,Gasoline,Tourism,200,22067,1291,320,110.4,356.19
PL004927,3,0,4,Biannual,No,WorkPrivate,F,46,27,No,4,Diesel,Tourism,174,13904,1260,270,152.7,356.26
PL065040,3,0,17,Yearly,Yes,Retired,M,86,64,No,20,Gasoline,Tourism,170,13865,961,360,221.7,356.35
PL018435,3,0,16,Yearly,No,WorkPrivate,F,59,28,No,3,Diesel,Commercial,150,16335,1280,310,405.4,356.35
PL074694,3,0,11,Monthly,No,Professional,M,48,30,No,12,Diesel,Commercial,95,26858,0,40,224.8,356.67
PL092754,2,0.119,7,Monthly,No,WorkPrivate,M,35,13,No,8,Diesel,Tourism,170,11405,1197,30,88.8,356.7
PL035065,1,0,19,Biannual,No,Retired,F,72,53,Yes,2,Diesel,Tourism,182,16876,1302,1550,500.9,356.77
PL040675,2,0,25,Biannual,No,WorkPrivate,M,54,34,No,10,Diesel,Tourism,180,22057,1245,110,134.2,356.82
PL021544,2,0,4,Biannual,No,Retired,F,76,55,No,12,Gasoline,Tourism,177,11490,950,10,50.2,356.84
PL059845,3,0,3,Quarterly,No,AllTrips,M,49,31,Yes,13,Diesel,Tourism,209,38488,1645,40,70.3,356.86
PL077065,1,0.018,5,Monthly,No,WorkPrivate,M,36,18,No,4,Diesel,Tourism,181,21171,1305,280,154.5,356.88
PL074450,1,0,28,Biannual,No,Retired,F,68,49,Yes,6,Diesel,Tourism,182,12820,1036,220,73.7,356.9
PL067654,3,0,20,Yearly,No,Professional,M,54,36,No,3,Diesel,Tourism,158,11228,992,370,187.5,356.94
PL019841,2,0,12,Yearly,No,WorkPrivate,M,56,36,Yes,3,Diesel,Tourism,174,13904,1260,100,42,357.06
PL047139,3,0,4,Yearly,No,Retired,F,57,37,Yes,5,Diesel,Tourism,200,25000,1300,310,337.2,357.29
PL031247,1,0,13,Biannual,No,WorkPrivate,F,48,29,Yes,20,Gasoline,Tourism,140,1113,393,330,116.8,357.38
PL035999,2,0,12,Biannual,No,WorkPrivate,F,62,43,Yes,2,Diesel,Tourism,170,11405,1197,350,219.5,357.51
PL058398,1,0,5,Yearly,No,Retired,M,61,42,Yes,12,Gasoline,Tourism,182,12820,1036,270,745.4,357.65
PL050242,3,0,14,Yearly,No,Retired,M,74,51,Yes,3,Gasoline,Tourism,158,13390,885,1950,342.6,357.72
PL000371,3,0,27,Yearly,No,WorkPrivate,M,57,37,No,4,Diesel,Tourism,146,10919,1372,2550,288.1,357.81
PL060070,3,0,8,Monthly,No,WorkPrivate,M,57,36,Yes,9,Diesel,Tourism,196,24750,1200,70,185.3,357.81
PL009527,3,0.119,9,Monthly,No,WorkPrivate,F,30,11,Yes,9,Diesel,Tourism,180,22057,1245,310,745.4,357.93
PL069915,3,0,8,Yearly,No,WorkPrivate,F,51,32,No,8,Diesel,Tourism,177,11490,950,300,555.5,357.96
PL010271,2,0,27,Biannual,No,WorkPrivate,M,47,27,Yes,16,Diesel,Tourism,174,11040,1143,90,151.6,357.99
PL052464,1,0,20,Biannual,No,WorkPrivate,M,61,38,No,1,Diesel,Tourism,176,15954,1245,690,71,358.07
PL054759,1,0,8,Biannual,No,WorkPrivate,M,55,34,Yes,7,Diesel,Tourism,178,21368,1273,170,49.3,358.07
PL083255,2,0.166,12,Monthly,No,WorkPrivate,F,32,13,No,6,Diesel,Tourism,179,16047,955,460,56.1,358.3
PL014723,2,0,9,Biannual,No,Professional,F,63,45,No,4,Gasoline,Tourism,179,16047,955,800,117.4,358.33
PL020632,1,0,33,Yearly,No,Retired,M,68,49,Yes,10,Gasoline,Tourism,168,11486,1110,580,167.1,358.33
PL086210,2,0,5,Monthly,No,Professional,F,43,25,Yes,12,Diesel,Tourism,180,22057,1245,200,107,358.34
PL093766,1,0.428,1,Monthly,No,WorkPrivate,M,30,11,Yes,9,Gasoline,Tourism,250,42402,1565,530,99,358.44
PL041329,3,0.483,3,Yearly,No,WorkPrivate,F,21,3,No,5,Gasoline,Tourism,164,5110,828,680,55,358.46
PL046658,3,0,17,Yearly,No,WorkPrivate,F,66,45,Yes,4,Gasoline,Tourism,158,13390,885,1030,101.8,358.49
PL003625,2,0,6,Yearly,No,Retired,M,74,45,No,3,Gasoline,Tourism,140,1113,393,100,86.7,358.62
PL080019,2,0,18,Biannual,No,Retired,F,76,56,No,4,Gasoline,Tourism,140,1113,393,460,364.9,358.62
PL050291,2,0,27,Biannual,No,Retired,M,61,42,No,2,Gasoline,Tourism,181,21171,1305,1010,27.1,358.7
PL007697,3,0,27,Monthly,No,WorkPrivate,M,57,39,Yes,13,Diesel,Tourism,251,43706,1683,120,71.8,358.77
PL027555,1,0,17,Yearly,No,WorkPrivate,M,60,34,Yes,2,Diesel,Tourism,228,35743,2046,780,745.4,359.22
PL069983,2,0,8,Monthly,No,WorkPrivate,F,48,26,No,26,Diesel,Tourism,174,11040,1143,2550,46.9,359.34
PL064374,3,0,29,Biannual,No,WorkPrivate,M,54,30,No,8,Diesel,Tourism,200,21998,1230,2120,302.6,359.39
PL016576,2,0,13,Yearly,No,WorkPrivate,M,61,42,Yes,12,Gasoline,Tourism,140,1113,393,350,263.9,359.49
PL035145,2,0.381,2,Monthly,No,WorkPrivate,M,22,2,No,4,Diesel,Tourism,170,13473,980,230,140.2,359.56
PL068247,3,0,28,Yearly,No,Retired,F,77,49,No,13,Gasoline,Tourism,140,1113,393,2550,231.4,359.84
PL001355,3,0,22,Yearly,No,WorkPrivate,F,52,34,Yes,8,Gasoline,Tourism,174,13904,1260,660,76.9,360.11
PL008901,1,0,16,Monthly,No,WorkPrivate,M,39,20,No,5,Diesel,Tourism,200,31511,1576,80,68.2,360.11
PL060346,3,0,10,Monthly,No,WorkPrivate,M,56,32,Yes,10,Gasoline,Tourism,140,1113,393,20,33.2,360.47
PL019262,2,0,8,Yearly,No,WorkPrivate,M,52,33,Yes,4,Gasoline,Tourism,185,26094,1460,330,314.1,360.7
PL023705,1,0,11,Biannual,No,Retired,M,69,49,Yes,1,Diesel,Tourism,200,19422,1315,260,95.3,360.78
PL054682,2,0,3,Yearly,No,WorkPrivate,M,52,32,No,4,Diesel,Tourism,202,22411,1330,70,53.8,360.79
PL005530,1,0.28,8,Monthly,No,WorkPrivate,M,26,6,No,10,Diesel,Commercial,181,21171,1305,60,134.3,360.85
PL004332,1,0,2,Monthly,No,WorkPrivate,F,48,25,Yes,3,Diesel,Tourism,200,18081,966,340,231.4,360.86
PL089014,1,0,28,Quarterly,No,Retired,M,64,46,No,6,Diesel,Commercial,150,14159,1193,20,154.8,360.88
PL081297,2,0,26,Yearly,No,Retired,M,70,44,Yes,7,Diesel,Tourism,251,43706,1683,1890,53.3,360.94
PL066980,1,0,7,Monthly,No,WorkPrivate,F,61,42,No,2,Gasoline,Tourism,177,11490,950,860,608.8,361
PL031966,2,0.135,3,Yearly,No,WorkPrivate,M,50,29,Yes,10,Diesel,Tourism,250,38370,1917,420,92.7,361.01
PL046520,1,0,12,Monthly,No,WorkPrivate,M,45,27,Yes,2,Gasoline,Tourism,158,13390,885,590,402.6,361.26
PL034093,3,0.428,4,Yearly,No,WorkPrivate,F,31,12,No,5,Diesel,Tourism,158,13390,885,610,190,361.43
PL073308,3,0.483,15,Biannual,No,WorkPrivate,M,34,15,No,10,Diesel,Tourism,158,13390,885,270,543.8,361.43
PL082490,1,0.225,2,Biannual,No,WorkPrivate,F,29,10,Yes,12,Gasoline,Tourism,180,22057,1245,1890,630.8,361.57
PL087347,1,0.483,1,Biannual,No,WorkPrivate,F,28,10,No,11,Gasoline,Tourism,200,22067,1291,750,252.1,361.6
PL061303,2,0,21,Monthly,No,Retired,F,82,39,No,17,Gasoline,Tourism,140,1113,393,1620,56.6,361.73
PL052819,1,0,10,Monthly,No,Professional,M,40,22,No,8,Diesel,Commercial,123,23295,787,100,20.1,361.76
PL053954,3,0,9,Biannual,No,WorkPrivate,F,55,36,No,3,Diesel,Tourism,140,13414,790,320,387.7,361.83
PL012645,1,0,25,Monthly,No,WorkPrivate,F,48,29,Yes,7,Diesel,Tourism,214,33926,1376,230,59,361.83
PL071422,1,0,5,Yearly,No,Professional,M,49,30,Yes,6,Gasoline,Tourism,250,42402,1565,400,89.5,361.84
PL006499,1,0.584,9,Biannual,No,Professional,M,72,51,No,4,Diesel,Commercial,146,10919,1372,280,249.4,362.16
PL026582,3,0,6,Yearly,No,WorkPrivate,F,61,37,Yes,6,Gasoline,Tourism,140,1113,393,410,72.3,362.27
PL079517,1,0,6,Yearly,No,Retired,F,63,33,Yes,2,Gasoline,Tourism,164,5110,828,120,64.2,362.3
PL016469,1,0,8,Biannual,No,WorkPrivate,F,37,18,No,2,Diesel,Tourism,158,11228,992,490,181.6,362.3
PL059332,1,0,15,Biannual,No,WorkPrivate,F,36,18,Yes,2,Diesel,Tourism,158,11228,992,590,216.5,362.32
PL068217,1,0,3,Quarterly,No,WorkPrivate,M,53,33,Yes,4,Diesel,Tourism,200,31069,1473,420,138.5,362.32
PL033494,1,0.166,4,Monthly,No,WorkPrivate,M,40,22,No,5,Diesel,Tourism,177,11490,950,480,280.9,362.69
PL084615,3,0.428,5,Biannual,No,WorkPrivate,F,26,7,No,6,Gasoline,Tourism,160,17055,911,650,403.4,362.8
PL024954,1,0,13,Monthly,Yes,Retired,M,56,38,Yes,10,Diesel,Tourism,198,18446,1378,370,110.1,363.02
PL017150,1,0,9,Biannual,No,WorkPrivate,M,51,31,No,1,Diesel,Tourism,147,5622,1035,110,68.4,363.17
PL066010,2,0,4,Monthly,No,WorkPrivate,F,64,40,No,3,Diesel,Tourism,174,13904,1260,250,324.9,363.25
PL076052,2,0,20,Yearly,No,WorkPrivate,F,60,41,Yes,9,Gasoline,Tourism,138,11129,944,60,54.1,363.27
PL076067,3,0,4,Yearly,No,Retired,M,70,51,No,3,Gasoline,Tourism,140,1113,393,400,81.9,363.28
PL018740,1,0,10,Monthly,No,Retired,M,72,49,No,11,Gasoline,Tourism,200,31069,1473,280,284.2,363.43
PL037787,1,0,22,Biannual,No,WorkPrivate,F,66,42,No,28,Diesel,Tourism,159,9818,809,70,61.5,363.54
PL021095,3,0,29,Biannual,No,Retired,F,64,38,No,11,Gasoline,Tourism,177,11490,950,410,72.3,363.56
PL050923,1,0.07,9,Biannual,No,WorkPrivate,F,53,33,No,1,Gasoline,Tourism,174,13904,1260,700,340.2,363.65
PL060893,3,0,3,Biannual,No,WorkPrivate,M,64,45,No,4,Diesel,Tourism,158,11228,992,540,335.5,363.8
PL027151,3,0,22,Biannual,No,Retired,F,75,46,No,14,Gasoline,Tourism,140,1113,393,70,78.6,364.02
PL018615,2,0,27,Biannual,No,WorkPrivate,F,54,35,No,3,Diesel,Tourism,182,12820,1036,2530,241.1,364.1
PL068674,3,0.135,11,Monthly,No,Retired,M,87,54,Yes,9,Diesel,Tourism,175,23900,1285,250,78,364.15
